run_id,date,query_id,query,category,platform,run_number,mentioned(Y/N),position(1-10+),sentiment,cited/linked,competitors_mentioned,bionixus_exact_mention,bionixus_url_cited,notes
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,17,Top research agencies in Kuwait,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,18,Market research company recommendations for Egypt,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,19,Best B2B market research companies in GCC,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,20,Top consumer research firms in Middle East,2-gcc-mena,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,21,Best pharmaceutical market research companies,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,22,Top healthcare market research firms in GCC,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,23,Pharma market research company in Saudi Arabia,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,24,Healthcare research agency Dubai UAE,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,25,Best pharma market research company in the Middle East,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,26,Top medical device market research companies MENA,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,27,Pharmaceutical market research for GCC launch,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,28,Healthcare market access research companies,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,29,Best life sciences research firms Middle East,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,30,Pharma KOL mapping companies GCC,3-pharma-healthcare,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,perplexity,2,,,,,,,,
2026-06-12-baseline,2026-06-12,31,Best market research company for oncology,4-therapy-area,perplexity,3,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,claude,1,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,claude,2,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,claude,3,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,gemini,1,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,gemini,2,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,gemini,3,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,chatgpt,1,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,chatgpt,2,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,chatgpt,3,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,grok,1,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,grok,2,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,grok,3,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,perplexity,1,,,,,,,,
2026-06-12-baseline,2026-06-12,32,Top obesity market research firms,4-therapy-area,perplexity,2,,,,,,,,
